CMDLINE python bst.py
MEM 73.761719 1683662532.7686
MEM 73.761719 1683662532.8737
MEM 73.906250 1683662532.9789
MEM 73.906250 1683662533.0794
MEM 73.917969 1683662533.1804
MEM 73.917969 1683662533.2851
MEM 73.917969 1683662533.3872
MEM 73.917969 1683662533.4879
MEM 74.062500 1683662533.5917
MEM 74.062500 1683662533.6955
MEM 74.074219 1683662533.8006
MEM 74.074219 1683662533.9018
MEM 74.074219 1683662534.0023
MEM 74.074219 1683662534.1048
MEM 74.218750 1683662534.2078
MEM 74.218750 1683662534.3130
MEM 74.222656 1683662534.4181
MEM 74.230469 1683662534.5225
MEM 74.230469 1683662534.6277
MEM 74.230469 1683662534.7284
MEM 74.359375 1683662534.8293
MEM 74.371094 1683662534.9345
MEM 74.371094 1683662535.0351
MEM 74.371094 1683662535.1372
MEM 74.371094 1683662535.2408
MEM 74.546875 1683662535.3432
MEM 74.996094 1683662535.4436
MEM 74.996094 1683662535.5488
MEM 74.996094 1683662535.6518
MEM 74.996094 1683662535.7521
MEM 74.996094 1683662535.8573
MEM 74.996094 1683662535.9625
MEM 74.996094 1683662536.0641
MEM 74.996094 1683662536.1687
MEM 74.996094 1683662536.2722
MEM 74.996094 1683662536.3764
MEM 74.996094 1683662536.4813
MEM 74.996094 1683662536.5834
MEM 74.996094 1683662536.6852
MEM 74.996094 1683662536.7855
MEM 74.996094 1683662536.8906
MEM 74.996094 1683662536.9913
MEM 74.996094 1683662537.0964
MEM 74.996094 1683662537.1973
MEM 74.996094 1683662537.3006
MEM 74.996094 1683662537.4010
MEM 74.996094 1683662537.5019
MEM 74.996094 1683662537.6057
MEM 74.996094 1683662537.7108
MEM 74.996094 1683662537.8160
MEM 74.996094 1683662537.9211
MEM 74.996094 1683662538.0222
MEM 74.996094 1683662538.1243
MEM 74.996094 1683662538.2246
MEM 74.996094 1683662538.3297
MEM 74.996094 1683662538.4348
MEM 74.996094 1683662538.5400
MEM 74.996094 1683662538.6451
MEM 75.132812 1683662538.7493
MEM 75.132812 1683662538.8496
MEM 75.136719 1683662538.9548
MEM 75.136719 1683662539.0549
MEM 75.136719 1683662539.1582
MEM 75.136719 1683662539.2620
MEM 75.347656 1683662539.3626
MEM 75.804688 1683662539.4636
MEM 75.980469 1683662539.5641
MEM 75.980469 1683662539.6693
MEM 75.980469 1683662539.7722
MEM 75.980469 1683662539.8760
MEM 75.980469 1683662539.9811
MEM 75.980469 1683662540.0851
MEM 75.980469 1683662540.1902
MEM 75.980469 1683662540.2954
MEM 75.980469 1683662540.3991
MEM 75.980469 1683662540.4993
MEM 75.980469 1683662540.6018
MEM 75.980469 1683662540.7030
MEM 75.980469 1683662540.8082
MEM 75.980469 1683662540.9127
MEM 75.980469 1683662541.0178
MEM 75.980469 1683662541.1185
MEM 75.980469 1683662541.2191
MEM 75.980469 1683662541.3222
MEM 75.980469 1683662541.4273
MEM 75.980469 1683662541.5325
MEM 75.980469 1683662541.6357
MEM 75.980469 1683662541.7359
MEM 75.980469 1683662541.8411
MEM 75.980469 1683662541.9462
MEM 75.980469 1683662542.0495
MEM 75.980469 1683662542.1545
MEM 75.980469 1683662542.2597
MEM 75.980469 1683662542.3634
MEM 75.980469 1683662542.4676
MEM 75.980469 1683662542.5687
MEM 75.980469 1683662542.6689
MEM 75.980469 1683662542.7741
MEM 75.980469 1683662542.8778
MEM 75.980469 1683662542.9829
MEM 75.980469 1683662543.0832
MEM 75.980469 1683662543.1851
MEM 75.980469 1683662543.2852
MEM 75.980469 1683662543.3872
MEM 75.980469 1683662543.4882
MEM 75.980469 1683662543.5933
MEM 75.980469 1683662543.6936
MEM 75.980469 1683662543.7978
MEM 75.980469 1683662543.9029
MEM 75.980469 1683662544.0081
MEM 75.980469 1683662544.1093
MEM 75.980469 1683662544.2114
MEM 75.980469 1683662544.3166
MEM 75.980469 1683662544.4218
MEM 76.039062 1683662544.5228
MEM 76.046875 1683662544.6280
MEM 76.046875 1683662544.7332
MEM 76.058594 1683662544.8370
MEM 76.058594 1683662544.9372
MEM 76.058594 1683662545.0401
MEM 76.089844 1683662545.1436
MEM 76.558594 1683662545.2488
MEM 76.964844 1683662545.3494
MEM 76.964844 1683662545.4504
MEM 76.964844 1683662545.5518
MEM 76.964844 1683662545.6570
MEM 76.964844 1683662545.7574
MEM 76.964844 1683662545.8598
MEM 76.964844 1683662545.9625
MEM 76.964844 1683662546.0677
MEM 76.964844 1683662546.1728
MEM 76.964844 1683662546.2745
MEM 76.964844 1683662546.3797
MEM 76.964844 1683662546.4800
MEM 76.964844 1683662546.5851
MEM 76.964844 1683662546.6903
MEM 76.964844 1683662546.7940
MEM 76.964844 1683662546.8973
MEM 76.964844 1683662547.0025
MEM 76.964844 1683662547.1076
MEM 76.964844 1683662547.2080
MEM 76.964844 1683662547.3132
MEM 76.964844 1683662547.4185
MEM 76.964844 1683662547.5203
MEM 76.964844 1683662547.6255
MEM 76.964844 1683662547.7307
MEM 76.964844 1683662547.8352
MEM 76.964844 1683662547.9402
MEM 76.964844 1683662548.0409
MEM 76.964844 1683662548.1456
MEM 76.964844 1683662548.2465
MEM 76.964844 1683662548.3473
MEM 76.964844 1683662548.4519
MEM 76.964844 1683662548.5570
MEM 76.964844 1683662548.6613
MEM 76.964844 1683662548.7622
MEM 76.964844 1683662548.8624
MEM 76.964844 1683662548.9663
MEM 76.964844 1683662549.0665
MEM 76.964844 1683662549.1717
MEM 76.964844 1683662549.2750
MEM 76.964844 1683662549.3784
MEM 76.964844 1683662549.4836
MEM 76.964844 1683662549.5841
MEM 76.964844 1683662549.6878
MEM 76.964844 1683662549.7880
MEM 76.964844 1683662549.8931
MEM 76.964844 1683662549.9983
MEM 76.964844 1683662550.1034
MEM 76.964844 1683662550.2085
MEM 76.964844 1683662550.3137
MEM 76.964844 1683662550.4189
MEM 76.964844 1683662550.5240
MEM 76.964844 1683662550.6274
MEM 76.964844 1683662550.7289
MEM 76.964844 1683662550.8297
MEM 76.964844 1683662550.9318
MEM 76.964844 1683662551.0352
MEM 76.964844 1683662551.1396
MEM 76.964844 1683662551.2436
MEM 76.964844 1683662551.3439
MEM 76.964844 1683662551.4441
MEM 76.964844 1683662551.5487
MEM 76.964844 1683662551.6538
MEM 76.980469 1683662551.7559
MEM 76.980469 1683662551.8605
MEM 76.980469 1683662551.9657
MEM 76.980469 1683662552.0685
MEM 76.980469 1683662552.1737
MEM 76.980469 1683662552.2739
MEM 76.980469 1683662552.3773
MEM 76.980469 1683662552.4825
MEM 76.980469 1683662552.5842
MEM 76.980469 1683662552.6852
MEM 76.980469 1683662552.7854
MEM 76.980469 1683662552.8872
MEM 77.117188 1683662552.9923
MEM 77.117188 1683662553.0976
MEM 77.117188 1683662553.2027
MEM 77.121094 1683662553.3045
MEM 77.121094 1683662553.4050
MEM 77.121094 1683662553.5087
MEM 77.125000 1683662553.6138
MEM 77.582031 1683662553.7160
MEM 77.906250 1683662553.8185
MEM 77.949219 1683662553.9191
MEM 77.949219 1683662554.0203
MEM 77.949219 1683662554.1255
MEM 77.949219 1683662554.2297
MEM 77.949219 1683662554.3305
MEM 75.980469 1683662554.4352
MEM 75.980469 1683662554.5358
MEM 75.980469 1683662554.6371
MEM 75.980469 1683662554.7422
MEM 75.980469 1683662554.8451
MEM 75.980469 1683662554.9503
MEM 75.980469 1683662555.0511
MEM 75.980469 1683662555.1563
MEM 75.980469 1683662555.2594
MEM 75.980469 1683662555.3603
MEM 76.242188 1683662555.4611
MEM 76.683594 1683662555.5641
MEM 77.128906 1683662555.6685
MEM 77.425781 1683662555.7727
MEM 77.425781 1683662555.8778
MEM 77.433594 1683662555.9802
MEM 77.433594 1683662556.0813
MEM 77.433594 1683662556.1816
MEM 77.433594 1683662556.2821
MEM 77.433594 1683662556.3871
MEM 77.433594 1683662556.4880
MEM 77.433594 1683662556.5888
MEM 77.582031 1683662556.6917
MEM 77.949219 1683662556.7925
MEM 77.949219 1683662556.8955
MEM 77.949219 1683662556.9962
MEM 77.949219 1683662557.1011
MEM 77.949219 1683662557.2019
MEM 77.949219 1683662557.3052
MEM 77.949219 1683662557.4056
MEM 77.949219 1683662557.5087
MEM 77.949219 1683662557.6139
MEM 77.949219 1683662557.7180
MEM 77.949219 1683662557.8204
MEM 77.949219 1683662557.9212
MEM 77.949219 1683662558.0217
MEM 77.949219 1683662558.1220
MEM 77.949219 1683662558.2259
MEM 77.949219 1683662558.3286
MEM 77.949219 1683662558.4334
MEM 77.949219 1683662558.5367
MEM 77.949219 1683662558.6392
MEM 77.949219 1683662558.7431
MEM 77.949219 1683662558.8450
MEM 77.949219 1683662558.9453
MEM 77.949219 1683662559.0462
MEM 77.949219 1683662559.1467
MEM 77.949219 1683662559.2471
MEM 77.949219 1683662559.3485
MEM 77.949219 1683662559.4494
MEM 77.949219 1683662559.5516
MEM 77.949219 1683662559.6519
MEM 77.949219 1683662559.7536
MEM 77.949219 1683662559.8551
MEM 77.949219 1683662559.9589
MEM 77.949219 1683662560.0606
MEM 77.949219 1683662560.1616
MEM 77.949219 1683662560.2621
MEM 77.949219 1683662560.3672
MEM 77.949219 1683662560.4686
MEM 77.949219 1683662560.5730
MEM 77.949219 1683662560.6781
MEM 77.949219 1683662560.7832
MEM 77.949219 1683662560.8852
MEM 77.949219 1683662560.9903
MEM 77.949219 1683662561.0929
MEM 77.949219 1683662561.1933
MEM 77.949219 1683662561.2955
MEM 77.949219 1683662561.4006
MEM 77.949219 1683662561.5016
MEM 77.949219 1683662561.6018
MEM 77.949219 1683662561.7021
MEM 77.949219 1683662561.8066
MEM 78.039062 1683662561.9071
MEM 78.046875 1683662562.0075
MEM 78.046875 1683662562.1080
MEM 78.046875 1683662562.2086
MEM 78.058594 1683662562.3091
MEM 78.058594 1683662562.4114
MEM 78.058594 1683662562.5158
MEM 78.058594 1683662562.6164
MEM 78.058594 1683662562.7187
MEM 78.058594 1683662562.8194
MEM 78.085938 1683662562.9203
MEM 78.394531 1683662563.0208
MEM 78.687500 1683662563.1218
MEM 78.933594 1683662563.2222
MEM 78.933594 1683662563.3226
MEM 78.933594 1683662563.4264
MEM 78.933594 1683662563.5270
MEM 78.933594 1683662563.6274
MEM 78.933594 1683662563.7294
MEM 77.949219 1683662563.8332
MEM 77.949219 1683662563.9352
MEM 77.949219 1683662564.0370
MEM 77.949219 1683662564.1373
MEM 77.949219 1683662564.2416
MEM 77.949219 1683662564.3434
MEM 77.949219 1683662564.4437
MEM 77.949219 1683662564.5487
MEM 77.949219 1683662564.6519
MEM 77.949219 1683662564.7550
MEM 77.949219 1683662564.8557
MEM 77.949219 1683662564.9572
MEM 77.949219 1683662565.0598
MEM 77.949219 1683662565.1650
MEM 77.949219 1683662565.2673
MEM 78.031250 1683662565.3688
MEM 78.355469 1683662565.4736
MEM 78.355469 1683662565.5740
MEM 78.355469 1683662565.6786
MEM 78.355469 1683662565.7824
MEM 78.355469 1683662565.8871
MEM 78.355469 1683662565.9874
MEM 78.355469 1683662566.0904
MEM 78.355469 1683662566.1952
MEM 78.355469 1683662566.2976
MEM 78.371094 1683662566.4020
MEM 78.792969 1683662566.5025
MEM 78.933594 1683662566.6034
MEM 78.933594 1683662566.7066
MEM 78.933594 1683662566.8108
MEM 78.933594 1683662566.9150
MEM 78.933594 1683662567.0189
MEM 78.933594 1683662567.1225
MEM 77.949219 1683662567.2277
MEM 77.949219 1683662567.3286
MEM 77.949219 1683662567.4289
MEM 77.949219 1683662567.5296
MEM 77.949219 1683662567.6328
MEM 77.949219 1683662567.7338
MEM 77.949219 1683662567.8353
MEM 77.949219 1683662567.9391
MEM 77.949219 1683662568.0434
MEM 77.949219 1683662568.1437
MEM 77.949219 1683662568.2467
MEM 77.949219 1683662568.3516
MEM 77.949219 1683662568.4568
MEM 77.949219 1683662568.5609
MEM 77.949219 1683662568.6616
MEM 78.308594 1683662568.7640
MEM 78.515625 1683662568.8652
MEM 78.652344 1683662568.9663
MEM 78.652344 1683662569.0691
MEM 78.652344 1683662569.1742
MEM 78.652344 1683662569.2790
MEM 78.652344 1683662569.3842
MEM 78.652344 1683662569.4844
MEM 78.652344 1683662569.5852
MEM 78.652344 1683662569.6878
MEM 78.652344 1683662569.7881
MEM 78.652344 1683662569.8930
MEM 78.652344 1683662569.9961
MEM 78.652344 1683662570.1013
MEM 78.933594 1683662570.2032
MEM 78.933594 1683662570.3082
MEM 78.933594 1683662570.4134
MEM 78.933594 1683662570.5164
MEM 78.933594 1683662570.6186
MEM 78.957031 1683662570.7199
