CMDLINE python bst.py
MEM 69.062500 1683719989.4376
MEM 69.062500 1683719989.5381
MEM 69.070312 1683719989.6385
MEM 69.070312 1683719989.7399
MEM 69.070312 1683719989.8451
MEM 69.070312 1683719989.9474
MEM 69.070312 1683719990.0496
MEM 69.070312 1683719990.1521
MEM 69.078125 1683719990.2573
MEM 69.457031 1683719990.3625
MEM 69.656250 1683719990.4643
MEM 69.656250 1683719990.5659
MEM 69.656250 1683719990.6687
MEM 69.656250 1683719990.7701
MEM 69.656250 1683719990.8711
MEM 69.656250 1683719990.9714
MEM 69.656250 1683719991.0721
MEM 69.656250 1683719991.1734
MEM 69.656250 1683719991.2740
MEM 69.656250 1683719991.3782
MEM 69.656250 1683719991.4798
MEM 69.656250 1683719991.5840
MEM 69.656250 1683719991.6853
MEM 69.656250 1683719991.7884
MEM 69.656250 1683719991.8896
MEM 69.656250 1683719991.9901
MEM 69.656250 1683719992.0916
MEM 69.656250 1683719992.1936
MEM 69.656250 1683719992.2962
MEM 69.656250 1683719992.3973
MEM 69.656250 1683719992.4988
MEM 69.656250 1683719992.6004
MEM 69.656250 1683719992.7053
MEM 69.656250 1683719992.8070
MEM 69.656250 1683719992.9122
MEM 69.656250 1683719993.0143
MEM 69.656250 1683719993.1169
MEM 69.656250 1683719993.2209
MEM 69.656250 1683719993.3233
MEM 69.656250 1683719993.4249
MEM 69.656250 1683719993.5264
MEM 69.656250 1683719993.6282
MEM 69.656250 1683719993.7334
MEM 69.656250 1683719993.8384
MEM 69.656250 1683719993.9393
MEM 69.656250 1683719994.0437
MEM 69.656250 1683719994.1439
MEM 69.656250 1683719994.2464
MEM 69.656250 1683719994.3480
MEM 69.656250 1683719994.4494
MEM 69.656250 1683719994.5507
MEM 69.656250 1683719994.6510
MEM 69.656250 1683719994.7535
MEM 69.656250 1683719994.8549
MEM 69.789062 1683719994.9564
MEM 69.789062 1683719995.0568
MEM 69.789062 1683719995.1610
MEM 69.789062 1683719995.2645
MEM 69.789062 1683719995.3697
MEM 69.789062 1683719995.4709
MEM 69.789062 1683719995.5761
MEM 69.789062 1683719995.6766
MEM 69.789062 1683719995.7781
MEM 69.789062 1683719995.8785
MEM 69.789062 1683719995.9827
MEM 69.789062 1683719996.0829
MEM 69.789062 1683719996.1864
MEM 69.789062 1683719996.2881
MEM 69.796875 1683719996.3885
MEM 69.976562 1683719996.4891
MEM 69.976562 1683719996.5943
MEM 69.976562 1683719996.6973
MEM 69.976562 1683719996.7978
MEM 69.976562 1683719996.9006
MEM 69.976562 1683719997.0023
MEM 69.976562 1683719997.1041
MEM 69.976562 1683719997.2049
MEM 69.976562 1683719997.3075
MEM 69.976562 1683719997.4096
MEM 69.976562 1683719997.5146
MEM 69.976562 1683719997.6149
MEM 69.984375 1683719997.7193
MEM 70.394531 1683719997.8245
MEM 70.656250 1683719997.9297
MEM 70.656250 1683719998.0349
MEM 70.656250 1683719998.1358
MEM 70.656250 1683719998.2377
MEM 70.656250 1683719998.3383
MEM 70.656250 1683719998.4419
MEM 70.656250 1683719998.5423
MEM 70.656250 1683719998.6475
MEM 70.656250 1683719998.7517
MEM 70.656250 1683719998.8549
MEM 70.656250 1683719998.9555
MEM 70.656250 1683719999.0607
MEM 70.656250 1683719999.1614
MEM 70.656250 1683719999.2666
MEM 70.656250 1683719999.3673
MEM 70.656250 1683719999.4697
MEM 70.656250 1683719999.5700
MEM 70.656250 1683719999.6744
MEM 70.656250 1683719999.7778
MEM 70.656250 1683719999.8780
MEM 70.656250 1683719999.9832
MEM 70.656250 1683720000.0856
MEM 70.656250 1683720000.1866
MEM 70.656250 1683720000.2918
MEM 70.656250 1683720000.3959
MEM 70.656250 1683720000.4973
MEM 70.656250 1683720000.6021
MEM 70.656250 1683720000.7023
MEM 70.656250 1683720000.8050
MEM 70.656250 1683720000.9081
MEM 70.656250 1683720001.0098
MEM 70.656250 1683720001.1128
MEM 70.656250 1683720001.2148
MEM 70.656250 1683720001.3154
MEM 70.656250 1683720001.4161
MEM 70.656250 1683720001.5163
MEM 70.656250 1683720001.6213
MEM 70.656250 1683720001.7217
MEM 70.656250 1683720001.8228
MEM 70.656250 1683720001.9230
MEM 70.656250 1683720002.0255
MEM 70.656250 1683720002.1265
MEM 70.656250 1683720002.2317
MEM 70.656250 1683720002.3369
MEM 70.656250 1683720002.4421
MEM 70.656250 1683720002.5435
MEM 70.656250 1683720002.6462
MEM 70.656250 1683720002.7468
MEM 70.718750 1683720002.8478
MEM 70.718750 1683720002.9486
MEM 70.718750 1683720003.0505
MEM 70.718750 1683720003.1515
MEM 70.718750 1683720003.2524
MEM 70.722656 1683720003.3562
MEM 70.722656 1683720003.4573
MEM 70.722656 1683720003.5585
MEM 70.722656 1683720003.6637
MEM 70.722656 1683720003.7689
MEM 70.722656 1683720003.8741
MEM 70.722656 1683720003.9782
MEM 70.722656 1683720004.0810
MEM 70.722656 1683720004.1816
MEM 70.722656 1683720004.2840
MEM 70.722656 1683720004.3884
MEM 70.824219 1683720004.4887
MEM 70.886719 1683720004.5939
MEM 70.886719 1683720004.6951
MEM 70.886719 1683720004.7982
MEM 70.886719 1683720004.9003
MEM 70.894531 1683720005.0024
MEM 70.894531 1683720005.1071
MEM 70.894531 1683720005.2075
MEM 70.894531 1683720005.3087
MEM 70.894531 1683720005.4091
MEM 70.894531 1683720005.5101
MEM 70.894531 1683720005.6106
MEM 70.894531 1683720005.7115
MEM 70.988281 1683720005.8120
MEM 71.429688 1683720005.9130
MEM 71.656250 1683720006.0166
MEM 71.656250 1683720006.1214
MEM 71.656250 1683720006.2218
MEM 71.656250 1683720006.3262
MEM 71.656250 1683720006.4301
MEM 71.656250 1683720006.5303
MEM 71.656250 1683720006.6305
MEM 71.656250 1683720006.7319
MEM 71.656250 1683720006.8335
MEM 71.656250 1683720006.9368
MEM 71.656250 1683720007.0373
MEM 71.656250 1683720007.1379
MEM 71.656250 1683720007.2385
MEM 71.656250 1683720007.3387
MEM 71.656250 1683720007.4395
MEM 71.656250 1683720007.5405
MEM 71.656250 1683720007.6414
MEM 71.656250 1683720007.7433
MEM 71.656250 1683720007.8454
MEM 71.656250 1683720007.9501
MEM 71.656250 1683720008.0524
MEM 71.656250 1683720008.1571
MEM 71.656250 1683720008.2594
MEM 71.656250 1683720008.3632
MEM 71.656250 1683720008.4655
MEM 71.656250 1683720008.5690
MEM 71.656250 1683720008.6718
MEM 71.656250 1683720008.7726
MEM 71.656250 1683720008.8778
MEM 71.656250 1683720008.9830
MEM 71.656250 1683720009.0882
MEM 71.656250 1683720009.1901
MEM 71.656250 1683720009.2939
MEM 71.656250 1683720009.3959
MEM 71.656250 1683720009.4962
MEM 71.656250 1683720009.5979
MEM 71.656250 1683720009.7012
MEM 71.656250 1683720009.8052
MEM 71.656250 1683720009.9103
MEM 71.656250 1683720010.0155
MEM 71.656250 1683720010.1166
MEM 71.656250 1683720010.2217
MEM 71.656250 1683720010.3220
MEM 71.656250 1683720010.4262
MEM 71.656250 1683720010.5301
MEM 71.656250 1683720010.6334
MEM 71.656250 1683720010.7358
MEM 71.656250 1683720010.8385
MEM 71.656250 1683720010.9390
MEM 71.656250 1683720011.0434
MEM 71.656250 1683720011.1459
MEM 71.656250 1683720011.2461
MEM 71.656250 1683720011.3466
MEM 71.656250 1683720011.4478
MEM 71.656250 1683720011.5504
MEM 71.656250 1683720011.6537
MEM 71.656250 1683720011.7539
MEM 71.656250 1683720011.8549
MEM 71.656250 1683720011.9552
MEM 71.656250 1683720012.0561
MEM 71.656250 1683720012.1613
MEM 71.656250 1683720012.2651
MEM 71.656250 1683720012.3703
MEM 71.656250 1683720012.4706
MEM 71.656250 1683720012.5719
MEM 71.656250 1683720012.6760
MEM 71.656250 1683720012.7775
MEM 71.656250 1683720012.8779
MEM 71.656250 1683720012.9807
MEM 71.656250 1683720013.0809
MEM 71.656250 1683720013.1861
MEM 71.656250 1683720013.2887
MEM 71.656250 1683720013.3909
MEM 71.808594 1683720013.4960
MEM 71.816406 1683720013.6012
MEM 71.816406 1683720013.7064
MEM 71.816406 1683720013.8115
MEM 71.816406 1683720013.9167
MEM 71.828125 1683720014.0170
MEM 71.828125 1683720014.1214
MEM 71.828125 1683720014.2219
MEM 71.828125 1683720014.3256
MEM 71.828125 1683720014.4269
MEM 71.828125 1683720014.5314
MEM 71.828125 1683720014.6366
MEM 71.828125 1683720014.7376
MEM 71.828125 1683720014.8386
MEM 71.828125 1683720014.9388
MEM 72.187500 1683720015.0440
MEM 72.656250 1683720015.1492
MEM 72.656250 1683720015.2544
MEM 72.656250 1683720015.3553
MEM 72.656250 1683720015.4561
MEM 72.656250 1683720015.5579
MEM 72.656250 1683720015.6618
MEM 72.656250 1683720015.7669
MEM 72.656250 1683720015.8675
MEM 72.656250 1683720015.9682
MEM 72.656250 1683720016.0720
MEM 72.656250 1683720016.1741
MEM 72.656250 1683720016.2744
MEM 72.656250 1683720016.3785
MEM 72.656250 1683720016.4824
MEM 72.656250 1683720016.5836
MEM 72.656250 1683720016.6843
MEM 72.656250 1683720016.7882
MEM 72.656250 1683720016.8934
MEM 72.656250 1683720016.9954
MEM 72.656250 1683720017.0992
MEM 72.656250 1683720017.2013
MEM 72.656250 1683720017.3053
MEM 72.656250 1683720017.4068
MEM 72.656250 1683720017.5118
MEM 72.656250 1683720017.6130
MEM 72.656250 1683720017.7162
MEM 72.656250 1683720017.8177
MEM 72.656250 1683720017.9200
MEM 72.656250 1683720018.0220
MEM 72.656250 1683720018.1237
MEM 72.656250 1683720018.2285
MEM 72.656250 1683720018.3296
MEM 72.656250 1683720018.4302
MEM 72.656250 1683720018.5352
MEM 72.656250 1683720018.6371
MEM 72.656250 1683720018.7387
MEM 72.656250 1683720018.8394
MEM 72.656250 1683720018.9446
MEM 72.656250 1683720019.0498
MEM 72.656250 1683720019.1550
MEM 72.656250 1683720019.2554
MEM 72.656250 1683720019.3606
MEM 72.656250 1683720019.4610
MEM 72.656250 1683720019.5655
MEM 72.656250 1683720019.6707
MEM 72.656250 1683720019.7759
MEM 72.656250 1683720019.8810
MEM 72.656250 1683720019.9862
MEM 72.656250 1683720020.0913
MEM 72.656250 1683720020.1966
MEM 72.656250 1683720020.2999
MEM 72.656250 1683720020.4004
MEM 72.656250 1683720020.5007
MEM 72.656250 1683720020.6010
MEM 72.656250 1683720020.7028
MEM 72.656250 1683720020.8036
MEM 72.656250 1683720020.9059
MEM 72.656250 1683720021.0100
MEM 72.656250 1683720021.1141
MEM 72.656250 1683720021.2150
MEM 72.656250 1683720021.3166
MEM 72.656250 1683720021.4170
MEM 72.656250 1683720021.5190
MEM 72.656250 1683720021.6200
MEM 72.656250 1683720021.7221
MEM 72.656250 1683720021.8225
MEM 72.656250 1683720021.9235
MEM 72.656250 1683720022.0238
MEM 72.656250 1683720022.1290
MEM 72.656250 1683720022.2295
MEM 72.656250 1683720022.3324
MEM 72.656250 1683720022.4329
MEM 72.656250 1683720022.5333
MEM 72.656250 1683720022.6343
MEM 72.656250 1683720022.7370
MEM 72.656250 1683720022.8385
MEM 72.656250 1683720022.9388
MEM 72.656250 1683720023.0440
MEM 72.656250 1683720023.1488
MEM 72.656250 1683720023.2536
MEM 72.656250 1683720023.3542
MEM 72.656250 1683720023.4550
MEM 72.726562 1683720023.5594
MEM 72.726562 1683720023.6609
MEM 72.726562 1683720023.7661
MEM 72.726562 1683720023.8674
MEM 72.726562 1683720023.9682
MEM 72.730469 1683720024.0733
MEM 72.730469 1683720024.1757
MEM 72.730469 1683720024.2774
MEM 72.730469 1683720024.3798
MEM 72.730469 1683720024.4806
MEM 72.730469 1683720024.5815
MEM 72.730469 1683720024.6824
MEM 72.730469 1683720024.7854
MEM 72.730469 1683720024.8895
MEM 72.730469 1683720024.9900
MEM 72.730469 1683720025.0946
MEM 72.730469 1683720025.1994
MEM 72.730469 1683720025.3037
MEM 72.738281 1683720025.4064
MEM 73.234375 1683720025.5092
MEM 73.656250 1683720025.6145
MEM 73.656250 1683720025.7154
MEM 73.656250 1683720025.8177
MEM 73.656250 1683720025.9186
MEM 73.656250 1683720026.0239
MEM 73.656250 1683720026.1245
MEM 73.656250 1683720026.2298
MEM 73.656250 1683720026.3334
MEM 73.656250 1683720026.4341
MEM 73.656250 1683720026.5348
MEM 73.656250 1683720026.6391
MEM 73.656250 1683720026.7422
MEM 73.656250 1683720026.8475
MEM 73.656250 1683720026.9481
MEM 73.656250 1683720027.0490
MEM 73.656250 1683720027.1538
MEM 73.656250 1683720027.2575
MEM 73.656250 1683720027.3598
MEM 73.656250 1683720027.4608
MEM 73.656250 1683720027.5611
MEM 73.656250 1683720027.6652
MEM 73.656250 1683720027.7673
MEM 73.656250 1683720027.8692
MEM 73.656250 1683720027.9718
MEM 73.656250 1683720028.0761
MEM 73.656250 1683720028.1790
MEM 73.656250 1683720028.2840
MEM 73.656250 1683720028.3890
MEM 73.656250 1683720028.4933
MEM 73.656250 1683720028.5948
MEM 73.656250 1683720028.6962
MEM 73.656250 1683720028.7988
MEM 73.656250 1683720028.9008
MEM 73.656250 1683720029.0021
MEM 73.656250 1683720029.1056
MEM 73.656250 1683720029.2059
MEM 73.656250 1683720029.3098
MEM 73.656250 1683720029.4102
MEM 73.656250 1683720029.5105
MEM 73.656250 1683720029.6135
MEM 73.656250 1683720029.7153
MEM 73.656250 1683720029.8174
MEM 73.656250 1683720029.9227
MEM 73.656250 1683720030.0275
MEM 73.656250 1683720030.1328
MEM 73.656250 1683720030.2374
MEM 73.656250 1683720030.3389
MEM 73.656250 1683720030.4441
MEM 73.656250 1683720030.5494
MEM 73.656250 1683720030.6531
MEM 73.656250 1683720030.7575
MEM 73.656250 1683720030.8588
MEM 73.656250 1683720030.9631
MEM 73.656250 1683720031.0641
MEM 73.656250 1683720031.1649
MEM 73.656250 1683720031.2680
MEM 73.656250 1683720031.3733
MEM 73.656250 1683720031.4766
MEM 73.656250 1683720031.5776
MEM 73.656250 1683720031.6829
MEM 73.656250 1683720031.7881
MEM 73.656250 1683720031.8934
MEM 73.656250 1683720031.9953
MEM 73.656250 1683720032.0984
MEM 73.656250 1683720032.1987
MEM 73.656250 1683720032.3027
MEM 73.656250 1683720032.4079
MEM 73.656250 1683720032.5132
MEM 73.656250 1683720032.6148
MEM 73.656250 1683720032.7173
MEM 73.656250 1683720032.8180
MEM 73.656250 1683720032.9190
MEM 73.656250 1683720033.0203
MEM 73.656250 1683720033.1228
MEM 73.656250 1683720033.2258
MEM 73.656250 1683720033.3297
MEM 73.656250 1683720033.4301
MEM 73.656250 1683720033.5335
MEM 73.656250 1683720033.6371
MEM 73.656250 1683720033.7374
MEM 73.656250 1683720033.8427
MEM 73.656250 1683720033.9467
MEM 73.656250 1683720034.0518
MEM 73.656250 1683720034.1536
MEM 73.656250 1683720034.2569
MEM 73.656250 1683720034.3587
MEM 73.660156 1683720034.4613
MEM 73.671875 1683720034.5666
MEM 73.671875 1683720034.6671
MEM 73.671875 1683720034.7708
MEM 73.671875 1683720034.8755
MEM 73.671875 1683720034.9782
MEM 73.671875 1683720035.0820
MEM 73.671875 1683720035.1872
MEM 73.671875 1683720035.2891
MEM 73.671875 1683720035.3915
MEM 73.671875 1683720035.4945
MEM 73.671875 1683720035.5976
MEM 73.671875 1683720035.7029
MEM 73.671875 1683720035.8063
MEM 73.671875 1683720035.9116
MEM 73.671875 1683720036.0145
MEM 73.671875 1683720036.1149
MEM 73.671875 1683720036.2154
MEM 73.671875 1683720036.3205
MEM 73.671875 1683720036.4228
MEM 73.671875 1683720036.5244
MEM 73.671875 1683720036.6268
MEM 73.671875 1683720036.7314
MEM 73.839844 1683720036.8338
MEM 73.839844 1683720036.9386
MEM 73.839844 1683720037.0390
MEM 73.839844 1683720037.1393
MEM 73.839844 1683720037.2415
MEM 73.851562 1683720037.3468
MEM 73.851562 1683720037.4520
MEM 73.851562 1683720037.5529
MEM 73.851562 1683720037.6557
MEM 73.851562 1683720037.7609
MEM 73.851562 1683720037.8614
MEM 73.851562 1683720037.9655
MEM 73.851562 1683720038.0707
MEM 73.851562 1683720038.1710
MEM 73.851562 1683720038.2763
MEM 73.851562 1683720038.3769
MEM 73.851562 1683720038.4779
MEM 73.851562 1683720038.5786
MEM 73.851562 1683720038.6789
MEM 74.167969 1683720038.7820
MEM 74.656250 1683720038.8873
MEM 74.656250 1683720038.9876
MEM 74.656250 1683720039.0880
MEM 74.656250 1683720039.1890
MEM 74.656250 1683720039.2906
MEM 74.656250 1683720039.3910
MEM 74.656250 1683720039.4930
MEM 74.656250 1683720039.5949
MEM 74.656250 1683720039.7001
MEM 74.656250 1683720039.8020
MEM 74.656250 1683720039.9063
MEM 74.656250 1683720040.0073
MEM 74.656250 1683720040.1076
MEM 74.656250 1683720040.2103
MEM 74.656250 1683720040.3113
MEM 74.656250 1683720040.4118
MEM 74.656250 1683720040.5122
MEM 74.656250 1683720040.6143
MEM 74.656250 1683720040.7175
MEM 74.656250 1683720040.8179
MEM 74.656250 1683720040.9231
MEM 74.656250 1683720041.0241
MEM 74.656250 1683720041.1293
MEM 74.656250 1683720041.2308
MEM 74.656250 1683720041.3334
MEM 74.656250 1683720041.4339
MEM 74.656250 1683720041.5359
MEM 74.656250 1683720041.6393
MEM 74.656250 1683720041.7398
MEM 74.656250 1683720041.8450
MEM 74.656250 1683720041.9453
MEM 74.656250 1683720042.0469
MEM 74.656250 1683720042.1471
MEM 74.656250 1683720042.2504
MEM 74.656250 1683720042.3544
MEM 74.656250 1683720042.4547
MEM 74.656250 1683720042.5555
MEM 74.656250 1683720042.6584
MEM 74.656250 1683720042.7635
MEM 74.656250 1683720042.8648
MEM 74.656250 1683720042.9684
MEM 74.656250 1683720043.0703
MEM 74.656250 1683720043.1723
MEM 74.656250 1683720043.2742
MEM 74.656250 1683720043.3779
MEM 74.656250 1683720043.4783
MEM 74.656250 1683720043.5809
MEM 74.656250 1683720043.6821
MEM 74.656250 1683720043.7827
MEM 74.656250 1683720043.8833
MEM 74.656250 1683720043.9843
MEM 74.656250 1683720044.0894
MEM 74.656250 1683720044.1901
MEM 74.656250 1683720044.2903
